Province,District ,Name of municipalities,Total,Without any facility,At least one facility,Radio,Television,Cable television,computer,internet,Tele phone ,Mobile phone
Province 7,Kailali,Mohanyal Gaunpalika,"3,969","1,354","2,519","2,203",26,0,2,0,20,"1,004"
Province 7,Kailali,Tikapur Municipality,"15,356","1,517","13,629","7,446","5,860","2,811",604,282,823,"10,643"
Province 7,Kanchanpur,Bedkot Municipality,"9,219",850,"8,210","4,472","4,270",693,296,90,725,"5,988"
Province 7,Kanchanpur,Beldandi Gaunpalika,"3,760",313,"3,310","2,382",839,58,26,5,22,"2,217"
Province 7,Kanchanpur,Belouri Municipality,"8,657",318,"8,191","4,219","3,342",910,169,47,300,"6,312"
Province 7,Kanchanpur,Bhimdatta Municipality,"20,684","1,823","18,529","9,902","11,796","5,106","1,722",582,"3,678","14,042"
Province 7,Kanchanpur,Krishnapur Municipality,"10,016","1,291","8,562","3,742","3,817",138,114,19,278,"6,222"
Province 7,Kanchanpur,Laljhadi Gaunpalika,"3,640",351,"3,205","1,424",644,84,25,1,13,"2,184"
Province 7,Kanchanpur,Mahakali Municipality,"7,392","1,364","5,913","3,382","2,398",597,53,13,172,"3,202"
Province 7,Kanchanpur,Punarbas Municipality,"9,909",824,"8,938","4,296","3,781",691,117,33,200,"6,602"
Province 7,Kanchanpur,Shuklaphanta Municipality,"8,857",922,"7,793","3,817","3,456",424,143,42,279,"6,043"
Province 7,Dadeldhura,Aalital Gaunpalika,"3,280",724,"2,402","2,001",237,49,8,3,23,"1,568"
Province 7,Dadeldhura,Ajayameru Gaunpalika,"3,311",885,"2,386","1,891",391,48,11,1,15,"1,726"
Province 7,Dadeldhura,Amargadhi Municipality,"4,778","1,036","3,656","1,903","1,327",856,300,152,351,"3,218"
Province 7,Dadeldhura,Bhageshwor Gaunpalika,"2,462",571,"1,818","1,622",78,22,3,0,38,"1,012"
Province 7,Dadeldhura,Ganyapdhura Gaunpalika,"3,070","1,019","1,967","1,463",404,41,8,5,38,"1,419"
Province 7,Dadeldhura,Nawadurga Gaunpalika,"4,132","1,761","2,301","1,724",346,3,8,6,14,"1,583"
Province 7,Dadeldhura,Parashuram Municipality,"5,990","1,493","4,225","3,377",216,210,29,5,208,"2,480"
Province 7,Baitadi,Dasharathchand Municipality,"7,257","1,538","5,598","3,821","1,616","1,376",141,49,319,"4,313"
Province 7,Baitadi,Dilasaini Gaunpalika,"4,110","1,320","2,694","2,358",42,1,5,0,28,"1,386"
Province 7,Baitadi,Dogada Kedar Gaunpalika,"4,559","1,501","2,985","2,691",134,52,5,0,11,"1,546"
Province 7,Baitadi,Melauli Municipality,"3,947","1,086","2,734","2,533",88,6,1,0,22,"1,143"
Province 7,Baitadi,Pancheshwor Gaunpalika,"3,312","1,468","1,730","1,584",73,6,1,1,9,569
Province 7,Baitadi,Patam Municipality,"5,767","1,157","4,435","3,564",760,36,46,12,113,"3,295"
Province 7,Baitadi,Puchaundi Municipality,"6,390","2,143","4,101","3,593",80,19,10,2,109,"2,025"
Province 7,Baitadi,Shivanath Gaunpalika,"2,771","1,179","1,531","1,402",26,0,0,0,7,491
Province 7,Baitadi,Sigas Gaunpalika,"3,733","1,374","2,241","2,075",41,3,3,0,39,955
Province 7,Baitadi,Surnaya Gaunpalika,"3,321",843,"2,298","1,965",99,39,0,0,86,"1,406"
Province 7,Darchula,Apihimal Gaunpalika,"1,085",161,918,844,195,0,2,0,17,573
Province 7,Darchula,Byas Gaunpalika,"1,919",710,"1,158","1,024",85,8,3,0,86,530
Province 7,Darchula,Duhun Gaunpalika,"1,982",655,"1,310","1,177",69,22,6,0,122,583
Province 7,Darchula,Lekam Gaunpalika,"2,851",733,"2,090","1,923",83,0,3,0,10,"1,192"
Province 7,Darchula,Mahakali Municipality,"4,526",705,"3,707","2,969",763,944,153,63,423,"2,436"
Province 7,Darchula,Malikarjun Gaunpalika,"3,096",697,"2,346","2,127",297,3,8,3,32,"1,200"
Province 7,Darchula,Marma Gaunpalika,"2,508",801,"1,670","1,454",87,5,5,0,19,832
Province 7,Darchula,Naugad  Gaunpalika,"2,616",892,"1,674","1,437",70,4,8,1,9,767
Province 7,Darchula,Shailyashikhar Municipality,"4,021",959,"2,930","2,698",94,12,28,9,76,"1,438"
